#window_start, window_middle, window_end, gene_name
70376969	70476969	70426969	OGT	Basque	1	1,00
70376969	70476969	70426969	OGT	Colombian	1	1,00
70406969	70506969	70456969	OGT	Colombian	1	1,00
70436969	70536969	70486969	OGT	Colombian	1	1,00
70526969	70626969	70576969	OGT	Druze	1	1,00
70556969	70656969	70606969	OGT	Druze	1	1,00
70376969	70476969	70426969	OGT	Makrani	1	1,00
70466969	70566969	70516969	OGT	Mandenka	2	1,00
70496969	70596969	70546969	OGT	Mandenka	1	1,00
99995776	100095776	100045776	SIAT10	Mbuti.Pygmies	3	1,00
70526969	70626969	70576969	OGT	Mozabite	1	1,00
70556969	70656969	70606969	OGT	Mozabite	1	1,00
70526969	70626969	70576969	OGT	North.Italy	1	1,00
70556969	70656969	70606969	OGT	North.Italy	1	1,00
70376969	70476969	70426969	OGT	Palestinian	1	1,00
70376969	70476969	70426969	OGT	Pathan	1	1,00
70676969	70776969	70726969	OGT	Pima	2	1,00
70376969	70476969	70426969	OGT	Russian	1	1,00
70406969	70506969	70456969	OGT	Russian	1	1,00
70436969	70536969	70486969	OGT	Russian	1	1,00
70526969	70626969	70576969	OGT	Russian	1	1,00
70556969	70656969	70606969	OGT	Russian	1	1,00
64998701	65098701	65048701	FUT8	San	4	1,00
65118701	65218701	65168701	FUT8	San	5	1,00
70376969	70476969	70426969	OGT	San	1	1,00
70406969	70506969	70456969	OGT	San	1	1,00
70586969	70686969	70636969	OGT	San	1	1,00
70616969	70716969	70666969	OGT	San	1	1,00
70646969	70746969	70696969	OGT	San	1	1,00
70646969	70746969	70696969	OGT	San	1	1,00
68861490	68961490	68911490	SIAT4B	San	1	1,00
100130916	100230916	100180916	SIAT8D	San	5	1,00
70376969	70476969	70426969	OGT	Sardinian	1	1,00
70406969	70506969	70456969	OGT	Sardinian	1	1,00
70436969	70536969	70486969	OGT	Sardinian	1	1,00
70496969	70596969	70546969	OGT	Sindhi	1	1,00
70376969	70476969	70426969	OGT	South.China	1	1,00
70406969	70506969	70456969	OGT	South.China	1	1,00
70436969	70536969	70486969	OGT	South.China	1	1,00
64998701	65098701	65048701	FUT8	Japanese	6	1,00
70406969	70506969	70456969	OGT	Bantu	3	1,00
70376969	70476969	70426969	OGT	Bantu	2	1,00
70406969	70506969	70456969	OGT	Basque	2	1,00
70376969	70476969	70426969	OGT	Bedouin	2	1,00
70676969	70776969	70726969	OGT	Colombian	2	1,00
70406969	70506969	70456969	OGT	Makrani	2	1,00
70436969	70536969	70486969	OGT	Mandenka	4	1,00
70406969	70506969	70456969	OGT	Palestinian	2	1,00
70406969	70506969	70456969	OGT	Pathan	2	1,00
70466969	70566969	70516969	OGT	Sindhi	2	1,00
64998701	65098701	65048701	FUT8	Han	5	1,00
64998701	65098701	65048701	FUT8	Pathan	9	1,00
70436969	70536969	70486969	OGT	Basque	3	1,00
70406969	70506969	70456969	OGT	Bedouin	3	1,00
68861490	68961490	68911490	SIAT4B	Biaka.Pygmies	3	1,00
70436969	70536969	70486969	OGT	Makrani	3	1,00
70406969	70506969	70456969	OGT	Mandenka	3	1,00
70676969	70776969	70726969	OGT	Maya	3	1,00
70436969	70536969	70486969	OGT	Palestinian	3	1,00
70436969	70536969	70486969	OGT	Pathan	3	1,00
99995776	100095776	100045776	SIAT10	Biaka.Pygmies	6	1,00
64998701	65098701	65048701	FUT8	Pima	5	1,00
70436969	70536969	70486969	OGT	Bedouin	4	1,00
64998701	65098701	65048701	FUT8	Yakut	7	1,00
64998701	65098701	65048701	FUT8	Hazara	9	1,00
70526969	70626969	70576969	OGT	Adygei	1	1,00
70556969	70656969	70606969	OGT	Adygei	1	1,00
70526969	70626969	70576969	OGT	Balochi	1	1,00
70556969	70656969	70606969	OGT	Balochi	1	1,00
70466969	70566969	70516969	OGT	Basque	2	1,00
70496969	70596969	70546969	OGT	Basque	1	1,00
70526969	70626969	70576969	OGT	Basque	1	1,00
70556969	70656969	70606969	OGT	Basque	1	1,00
70466969	70566969	70516969	OGT	Bedouin	2	1,00
70496969	70596969	70546969	OGT	Bedouin	1	1,00
70526969	70626969	70576969	OGT	Bedouin	1	1,00
70556969	70656969	70606969	OGT	Bedouin	1	1,00
70466969	70566969	70516969	OGT	Brahui	2	1,00
70496969	70596969	70546969	OGT	Brahui	1	1,00
70526969	70626969	70576969	OGT	Burusho	1	1,00
70556969	70656969	70606969	OGT	Burusho	1	1,00
64998701	65098701	65048701	FUT8	Cambodian	7	1,00
70526969	70626969	70576969	OGT	French	1	1,00
70556969	70656969	70606969	OGT	French	1	1,00
70526969	70626969	70576969	OGT	Hazara	1	1,00
70556969	70656969	70606969	OGT	Hazara	1	1,00
70526969	70626969	70576969	OGT	Kalash	1	1,00
70556969	70656969	70606969	OGT	Kalash	1	1,00
70466969	70566969	70516969	OGT	Makrani	2	1,00
70496969	70596969	70546969	OGT	Makrani	1	1,00
70526969	70626969	70576969	OGT	Makrani	1	1,00
70556969	70656969	70606969	OGT	Makrani	1	1,00
70376969	70476969	70426969	OGT	Mandenka	2	1,00
70376969	70476969	70426969	OGT	Maya	1	1,00
70406969	70506969	70456969	OGT	Maya	1	1,00
70436969	70536969	70486969	OGT	Maya	1	1,00
70526969	70626969	70576969	OGT	Maya	1	1,00
70556969	70656969	70606969	OGT	Maya	1	1,00
68861490	68961490	68911490	SIAT4B	Mbuti.Pygmies	2	1,00
70376969	70476969	70426969	OGT	Mozabite	2	1,00
70406969	70506969	70456969	OGT	Mozabite	3	1,00
70436969	70536969	70486969	OGT	Mozabite	4	1,00
70466969	70566969	70516969	OGT	Mozabite	2	1,00
70496969	70596969	70546969	OGT	Mozabite	1	1,00
64998701	65098701	65048701	FUT8	NAN.Melanesian	2	1,00
70526969	70626969	70576969	OGT	Orcadian	1	1,00
70556969	70656969	70606969	OGT	Orcadian	1	1,00
70466969	70566969	70516969	OGT	Palestinian	2	1,00
70496969	70596969	70546969	OGT	Palestinian	1	1,00
70526969	70626969	70576969	OGT	Palestinian	1	1,00
70556969	70656969	70606969	OGT	Palestinian	1	1,00
64998701	65098701	65048701	FUT8	Papuan	5	1,00
68771490	68871490	68821490	SIAT4B	Papuan	2	1,00
68801490	68901490	68851490	SIAT4B	Papuan	2	1,00
68831490	68931490	68881490	SIAT4B	Papuan	3	1,00
70466969	70566969	70516969	OGT	Pathan	2	1,00
70496969	70596969	70546969	OGT	Pathan	1	1,00
70526969	70626969	70576969	OGT	Sindhi	1	1,00
70556969	70656969	70606969	OGT	Sindhi	1	1,00
70376969	70476969	70426969	OGT	Yakut	1	1,00
70406969	70506969	70456969	OGT	Yakut	1	1,00
70436969	70536969	70486969	OGT	Yakut	1	1,00
70376969	70476969	70426969	OGT	Yoruba	1	1,00
70406969	70506969	70456969	OGT	Yoruba	2	1,00
65058701	65158701	65108701	FUT8	Biaka.Pygmies	10	0,90
64998701	65098701	65048701	FUT8	Biaka.Pygmies	10	0,90
65058701	65158701	65108701	FUT8	Cambodian	10	0,90
65028701	65128701	65078701	FUT8	Biaka.Pygmies	9	0,89
99965776	100065776	100015776	SIAT10	Kalash	9	0,89
65148701	65248701	65198701	FUT8	Maya	9	0,89
174203751	174303751	174253751	GALNT7_17	Biaka.Pygmies	17	0,88
