#gene_name, gene_start, gene_end, window_start, window_middle, window_end, population,     number, score
SIAT7C_E	76312992	77302325	76264680	76314680	76364680	Adygei	5	1,00
SIAT7C_E	76312992	77302325	76264680	76314680	76364680	Balochi	5	1,00
WBSCR17	70235725	70816520	70376969	70426969	70476969	Balochi	1	1,00
WBSCR17	70235725	70816520	70406969	70456969	70506969	Balochi	1	1,00
WBSCR17	70235725	70816520	70436969	70486969	70536969	Balochi	1	1,00
WBSCR17	70235725	70816520	70376969	70426969	70476969	Biaka.Pygmies	1	1,00
SIAT7C_E	76312992	77302325	76264680	76314680	76364680	Colombian	5	1,00
WBSCR17	70235725	70816520	70796969	70846969	70896969	Colombian	1	1,00
SIAT10	99933842	99995926	99995776	100045776	100095776	Colombian	3	1,00
SIAT8D	100170803	100266869	100085776	100135776	100185776	Colombian	4	1,00
SIAT8D	100170803	100266869	100115776	100165776	100215776	Colombian	7	1,00
SIAT8D	100170803	100266869	100145776	100195776	100245776	Colombian	8	1,00
SIAT8D	100170803	100266869	100175776	100225776	100275776	Colombian	9	1,00
SIAT8A	22245200	22378915	22367968	22417968	22467968	Colombian	1	1,00
B3GALT2	191414799	191422347	191322115	191372115	191422115	Japanese	4	1,00
B3GALT2	191414799	191422347	191322115	191372115	191422115	Kalash	4	1,00
FUT12	30259357	30290128	30282171	30332171	30382171	Kalash	5	1,00
WBSCR17	70235725	70816520	70376969	70426969	70476969	Kalash	1	1,00
WBSCR17	70235725	70816520	70406969	70456969	70506969	Kalash	1	1,00
WBSCR17	70235725	70816520	70436969	70486969	70536969	Kalash	1	1,00
B3GALT2	191414799	191422347	191322115	191372115	191422115	Karitiana	4	1,00
SIAT7C_E	76312992	77302325	76264680	76314680	76364680	Karitiana	5	1,00
GALNT7_17	172971232	174481692	174173751	174223751	174273751	Karitiana	5	1,00
GALNT1	31488594	31545792	31496900	31546900	31596900	Maya	6	1,00
GALNT1	31488594	31545792	31526900	31576900	31626900	Maya	5	1,00
WBSCR17	70235725	70816520	70376969	70426969	70476969	NAN.Melanesian	1	1,00
WBSCR17	70235725	70816520	70406969	70456969	70506969	NAN.Melanesian	1	1,00
WBSCR17	70235725	70816520	70436969	70486969	70536969	NAN.Melanesian	1	1,00
B3GALT2	191414799	191422347	191322115	191372115	191422115	North.East.China	4	1,00
B3GALT2	191414799	191422347	191322115	191372115	191422115	North.West.China	4	1,00
WBSCR17	70235725	70816520	70796969	70846969	70896969	Papuan	1	1,00
OGT	70682292	70712465	70586969	70636969	70686969	Pathan	2	1,00
WBSCR17	70235725	70816520	70586969	70636969	70686969	Pathan	2	1,00
WBSCR17	70235725	70816520	70616969	70666969	70716969	Pathan	2	1,00
WBSCR17	70235725	70816520	70646969	70696969	70746969	Pathan	2	1,00
B3GALT2	191414799	191422347	191322115	191372115	191422115	Pima	4	1,00
FUT12	30259357	30290128	30282171	30332171	30382171	Pima	3	1,00
SIAT7C_E	76312992	77302325	76264680	76314680	76364680	South.China	5	1,00
B3GALT5	39850239	39956685	39758604	39808604	39858604	Surui	10	1,00
B3GALT5	39850239	39956685	39788604	39838604	39888604	Surui	14	1,00
B4GALT4	120413277	120442442	120433382	120483382	120533382	Surui	11	1,00
GALNT1	31488594	31545792	31496900	31546900	31596900	Surui	6	1,00
GALNT1	31488594	31545792	31526900	31576900	31626900	Surui	5	1,00
GALNT7_17	172971232	174481692	173483751	173533751	173583751	Surui	6	1,00
GALNT7_17	172971232	174481692	173513751	173563751	173613751	Surui	5	1,00
GALNT7_17	172971232	174481692	173543751	173593751	173643751	Surui	3	1,00
GALNT7_17	172971232	174481692	173573751	173623751	173673751	Surui	2	1,00
GALNT7_17	172971232	174481692	173603751	173653751	173703751	Surui	3	1,00
GALNT7_17	172971232	174481692	173633751	173683751	173733751	Surui	2	1,00
GALNT7_17	172971232	174481692	173663751	173713751	173763751	Surui	1	1,00
B3GALT2	191414799	191422347	191322115	191372115	191422115	Yakut	4	1,00
SIAT7C_E	76312992	77302325	76264680	76314680	76364680	Yakut	5	1,00
WBSCR17	70235725	70816520	70796969	70846969	70896969	Yakut	1	1,00
FUT10	33365956	33450206	33279383	33329383	33379383	Colombian	11	0,91
GALNT8	4700013	4752153	4633650	4683650	4733650	Surui	11	0,91
FUT10	33365956	33450206	33399383	33449383	33499383	Yakut	10	0,90
GALNT7_17	172971232	174481692	174113751	174163751	174213751	Karitiana	9	0,89
SIAT6	43974491	44169418	44145707	44195707	44245707	Surui	9	0,89
SIAT7C_E	76312992	77302325	77127338	77177338	77227338	Colombian	8	0,88
GALNT7_17	172971232	174481692	173303751	173353751	173403751	Karitiana	8	0,88
GALNT7_17	172971232	174481692	174143751	174193751	174243751	Karitiana	8	0,88
GALNT7_17	172971232	174481692	173303751	173353751	173403751	Maya	8	0,88
GALNT8	4700013	4752153	4603650	4653650	4703650	Surui	8	0,88
SIAT7C_E	76312992	77302325	77127338	77177338	77227338	Surui	8	0,88
SIAT8D	100170803	100266869	100070916	100120916	100170916	Surui	15	0,87
B4GALT1	33100642	33157231	33129383	33179383	33229383	Adygei	7	0,86
GALNT7_17	172971232	174481692	173273751	173323751	173373751	Colombian	7	0,86
B3GNT2	62276766	62305370	62180589	62230589	62280589	French	7	0,86
SIAT7C_E	76312992	77302325	76294680	76344680	76394680	Karitiana	7	0,86
FUT10	33365956	33450206	33427013	33477013	33527013	Surui	7	0,86
GALNT7_17	172971232	174481692	173603751	173653751	173703751	Karitiana	7	0,86
GALNT13	154436712	155018734	154339031	154389031	154439031	NAN.Melanesian	14	0,86
FUT12	30259357	30290128	30162171	30212171	30262171	Pima	7	0,86
GALNT9	131246870	131415862	131245942	131295942	131345942	Surui	14	0,86
SIAT6	43974491	44169418	44115707	44165707	44215707	Surui	7	0,86
SIAT4C	125731306	125789743	125631995	125681995	125731995	Surui	13	0,85
B3GALT5	39850239	39956685	39818604	39868604	39918604	Surui	19	0,84
FUT10	33365956	33450206	33309383	33359383	33409383	Colombian	12	0,83
GALNT1	31488594	31545792	31496900	31546900	31596900	Colombian	6	0,83
GALNT7_17	172971232	174481692	173333751	173383751	173433751	Karitiana	12	0,83
GALNT7_17	172971232	174481692	173363751	173413751	173463751	Karitiana	12	0,83
B3GNT1	65869419	65871737	65771040	65821040	65871040	Pima	6	0,83
GALNT9	131246870	131415862	131215942	131265942	131315942	Surui	17	0,82
GALNT7_17	172971232	174481692	173393751	173443751	173493751	Karitiana	11	0,82
SIAT10	99933842	99995926	99875776	99925776	99975776	South.China	11	0,82
SIAT7C_E	76312992	77302325	77157338	77207338	77257338	Surui	11	0,82
GALNT7_17	172971232	174481692	173723751	173773751	173823751	Bedouin	11	0,82
GALNT7_17	172971232	174481692	174083751	174133751	174183751	Colombian	11	0,82
GALNT7_17	172971232	174481692	173723751	173773751	173823751	NAN.Melanesian	11	0,82
GALNT1	31488594	31545792	31420883	31470883	31520883	Orcadian	11	0,82
GALNT7_17	172971232	174481692	173723751	173773751	173823751	Adygei	11	0,82
SIAT8D	100170803	100266869	100175776	100225776	100275776	Maya	11	0,82
GALNT7_17	172971232	174481692	173753751	173803751	173853751	NAN.Melanesian	11	0,82
FUT10	33365956	33450206	33399383	33449383	33499383	North.East.China	11	0,82
GALNT1	31488594	31545792	31526900	31576900	31626900	Colombian	5	0,80
GALNT7_17	172971232	174481692	173573751	173623751	173673751	Colombian	10	0,80
GALNT11_15	151284444	151347945	151334698	151384698	151434698	Karitiana	5	0,80
B4GALT1	33100642	33157231	33039383	33089383	33139383	Sardinian	5	0,80
FUT5_6	5781637	5821551	5712265	5762265	5812265	Surui	5	0,80
GALNT13	154436712	155018734	154519031	154569031	154619031	NAN.Melanesian	10	0,80
FUT10	33365956	33450206	33277013	33327013	33377013	Papuan	5	0,80
GALNT7_17	172971232	174481692	173303751	173353751	173403751	Adygei	9	0,78
GALNT7_17	172971232	174481692	174113751	174163751	174213751	Colombian	9	0,78
GALNT7_17	172971232	174481692	173303751	173353751	173403751	French	9	0,78
GALNT7_17	172971232	174481692	173303751	173353751	173403751	Orcadian	9	0,78
SIAT7C_E	76312992	77302325	77097338	77147338	77197338	Surui	9	0,78
GALNT9	131246870	131415862	131185942	131235942	131285942	Surui	22	0,77
GALNT7_17	172971232	174481692	173333751	173383751	173433751	Adygei	13	0,77
GALNT7_17	172971232	174481692	173543751	173593751	173643751	Colombian	13	0,77
GALNT7_17	172971232	174481692	173363751	173413751	173463751	Druze	13	0,77
GALNT7_17	172971232	174481692	173333751	173383751	173433751	Orcadian	13	0,77
GALNT7_17	172971232	174481692	173363751	173413751	173463751	Adygei	13	0,77
FUT10	33365956	33450206	33279383	33329383	33379383	Pathan	13	0,77
B3GALT2	191414799	191422347	191322115	191372115	191422115	Colombian	4	0,75
SIAT7C_E	76312992	77302325	76234680	76284680	76334680	Colombian	8	0,75
FUT8	64947593	65279715	64968701	65018701	65068701	Colombian	4	0,75
FUT8	64947593	65279715	64998701	65048701	65098701	Colombian	8	0,75
B3GALT2	191414799	191422347	191322115	191372115	191422115	Han	4	0,75
B3GALT2	191414799	191422347	191322115	191372115	191422115	Hazara	4	0,75
SIAT7C_E	76312992	77302325	76234680	76284680	76334680	Karitiana	8	0,75
B3GALT2	191414799	191422347	191322115	191372115	191422115	Maya	4	0,75
FUT10	33365956	33450206	33309383	33359383	33409383	NAN.Melanesian	12	0,75
SIAT7C_E	76312992	77302325	76714680	76764680	76814680	Orcadian	4	0,75
SIAT7C_E	76312992	77302325	76744680	76794680	76844680	Orcadian	4	0,75
B3GALT2	191414799	191422347	191322115	191372115	191422115	South.China	4	0,75
SIAT7C_E	76312992	77302325	76234680	76284680	76334680	South.China	8	0,75
SIAT7C_E	76312992	77302325	77067338	77117338	77167338	Surui	8	0,75
SIAT10	99933842	99995926	99860916	99910916	99960916	Surui	4	0,75
SIAT7C_E	76312992	77302325	76234680	76284680	76334680	Yakut	8	0,75
GALNTL1	68796668	68890936	68787775	68837775	68887775	Colombian	16	0,75
GALNT12	100609802	100652180	100542055	100592055	100642055	Papuan	20	0,75
SIAT7C_E	76312992	77302325	76234680	76284680	76334680	Adygei	8	0,75
SIAT7C_E	76312992	77302325	76234680	76284680	76334680	Balochi	8	0,75
B3GNT2	62276766	62305370	62180589	62230589	62280589	Colombian	8	0,75
GALNT7_17	172971232	174481692	174053751	174103751	174153751	Colombian	8	0,75
GALNT7_17	172971232	174481692	173153751	173203751	173253751	Karitiana	8	0,75
GALNT7_17	172971232	174481692	173723751	173773751	173823751	Druze	12	0,75
GALNTL1	68796668	68890936	68757775	68807775	68857775	Colombian	12	0,75
