#gene_name, gene_start, gene_end, window_start, window_middle, window_end, population,     number, score
WBSCR17	70235725	70816520	70526969	70576969	70626969	Adygei	1	1,000
WBSCR17	70235725	70816520	70556969	70606969	70656969	Adygei	1	1,000
WBSCR17	70235725	70816520	70796969	70846969	70896969	Adygei	2	1,000
WBSCR17	70235725	70816520	70526969	70576969	70626969	Balochi	1	1,000
WBSCR17	70235725	70816520	70556969	70606969	70656969	Balochi	1	1,000
WBSCR17	70235725	70816520	70466969	70516969	70566969	Basque	2	1,000
WBSCR17	70235725	70816520	70496969	70546969	70596969	Basque	1	1,000
WBSCR17	70235725	70816520	70526969	70576969	70626969	Basque	1	1,000
WBSCR17	70235725	70816520	70556969	70606969	70656969	Basque	1	1,000
OGT	70682292	70712465	70586969	70636969	70686969	Basque	3	1,000
WBSCR17	70235725	70816520	70586969	70636969	70686969	Basque	3	1,000
WBSCR17	70235725	70816520	70616969	70666969	70716969	Basque	2	1,000
WBSCR17	70235725	70816520	70646969	70696969	70746969	Basque	2	1,000
WBSCR17	70235725	70816520	70766969	70816969	70866969	Basque	1	1,000
WBSCR17	70235725	70816520	70466969	70516969	70566969	Bedouin	2	1,000
WBSCR17	70235725	70816520	70496969	70546969	70596969	Bedouin	1	1,000
WBSCR17	70235725	70816520	70526969	70576969	70626969	Bedouin	1	1,000
WBSCR17	70235725	70816520	70556969	70606969	70656969	Bedouin	1	1,000
WBSCR17	70235725	70816520	70466969	70516969	70566969	Brahui	2	1,000
WBSCR17	70235725	70816520	70496969	70546969	70596969	Brahui	1	1,000
WBSCR17	70235725	70816520	70526969	70576969	70626969	Burusho	1	1,000
WBSCR17	70235725	70816520	70556969	70606969	70656969	Burusho	1	1,000
FUT8	64947593	65279715	64998701	65048701	65098701	Cambodian	8	1,000
GALNT11_15	151284444	151347945	151334698	151384698	151434698	Colombian	4	1,000
SIAT7A_B	72073077	72151489	72004592	72054592	72104592	Colombian	1	1,000
WBSCR17	70235725	70816520	70526969	70576969	70626969	French	1	1,000
WBSCR17	70235725	70816520	70556969	70606969	70656969	French	1	1,000
OGT	70682292	70712465	70586969	70636969	70686969	French	4	1,000
