#window_start, window_middle, window_end, gene_name
70526969	70626969	70576969	OGT	Adygei	1	1,000
70556969	70656969	70606969	OGT	Adygei	1	1,000
70796969	70896969	70846969	OGT	Adygei	2	1,000
70526969	70626969	70576969	OGT	Balochi	1	1,000
70556969	70656969	70606969	OGT	Balochi	1	1,000
70466969	70566969	70516969	OGT	Basque	2	1,000
70496969	70596969	70546969	OGT	Basque	1	1,000
70526969	70626969	70576969	OGT	Basque	1	1,000
70556969	70656969	70606969	OGT	Basque	1	1,000
70586969	70686969	70636969	OGT	Basque	3	1,000
70616969	70716969	70666969	OGT	Basque	2	1,000
70646969	70746969	70696969	OGT	Basque	2	1,000
70646969	70746969	70696969	OGT	Basque	2	1,000
70766969	70866969	70816969	OGT	Basque	1	1,000
70466969	70566969	70516969	OGT	Bedouin	2	1,000
70496969	70596969	70546969	OGT	Bedouin	1	1,000
70526969	70626969	70576969	OGT	Bedouin	1	1,000
70556969	70656969	70606969	OGT	Bedouin	1	1,000
70466969	70566969	70516969	OGT	Brahui	2	1,000
70496969	70596969	70546969	OGT	Brahui	1	1,000
70526969	70626969	70576969	OGT	Burusho	1	1,000
70556969	70656969	70606969	OGT	Burusho	1	1,000
64998701	65098701	65048701	FUT8	Cambodian	8	1,000
151334698	151434698	151384698	GALNT11_15	Colombian	4	1,000
70526969	70626969	70576969	OGT	French	1	1,000
70556969	70656969	70606969	OGT	French	1	1,000
70586969	70686969	70636969	OGT	French	4	1,000
70616969	70716969	70666969	OGT	French	3	1,000
70646969	70746969	70696969	OGT	French	3	1,000
70646969	70746969	70696969	OGT	French	3	1,000
70796969	70896969	70846969	OGT	French	1	1,000
70526969	70626969	70576969	OGT	Hazara	1	1,000
70556969	70656969	70606969	OGT	Hazara	1	1,000
70526969	70626969	70576969	OGT	Kalash	1	1,000
70556969	70656969	70606969	OGT	Kalash	1	1,000
39818604	39918604	39868604	B3GALT5	Karitiana	2	1,000
31090883	31190883	31140883	GALNT1	Karitiana	11	1,000
31120883	31220883	31170883	GALNT1	Karitiana	10	1,000
70466969	70566969	70516969	OGT	Makrani	2	1,000
70496969	70596969	70546969	OGT	Makrani	1	1,000
70526969	70626969	70576969	OGT	Makrani	1	1,000
70556969	70656969	70606969	OGT	Makrani	1	1,000
70376969	70476969	70426969	OGT	Mandenka	2	1,000
70376969	70476969	70426969	OGT	Maya	1	1,000
70406969	70506969	70456969	OGT	Maya	1	1,000
70436969	70536969	70486969	OGT	Maya	1	1,000
70526969	70626969	70576969	OGT	Maya	1	1,000
70556969	70656969	70606969	OGT	Maya	1	1,000
68861490	68961490	68911490	SIAT4B	Mbuti.Pygmies	2	1,000
70376969	70476969	70426969	OGT	Mozabite	2	1,000
70406969	70506969	70456969	OGT	Mozabite	3	1,000
70436969	70536969	70486969	OGT	Mozabite	4	1,000
70466969	70566969	70516969	OGT	Mozabite	2	1,000
70496969	70596969	70546969	OGT	Mozabite	1	1,000
64998701	65098701	65048701	FUT8	NAN.Melanesian	2	1,000
70796969	70896969	70846969	OGT	North.Italy	1	1,000
70526969	70626969	70576969	OGT	Orcadian	1	1,000
70556969	70656969	70606969	OGT	Orcadian	1	1,000
70586969	70686969	70636969	OGT	Orcadian	1	1,000
70796969	70896969	70846969	OGT	Orcadian	1	1,000
70466969	70566969	70516969	OGT	Palestinian	2	1,000
70496969	70596969	70546969	OGT	Palestinian	1	1,000
70526969	70626969	70576969	OGT	Palestinian	1	1,000
70556969	70656969	70606969	OGT	Palestinian	1	1,000
64998701	65098701	65048701	FUT8	Papuan	5	1,000
68771490	68871490	68821490	SIAT4B	Papuan	2	1,000
68801490	68901490	68851490	SIAT4B	Papuan	2	1,000
68831490	68931490	68881490	SIAT4B	Papuan	3	1,000
70466969	70566969	70516969	OGT	Pathan	2	1,000
70496969	70596969	70546969	OGT	Pathan	1	1,000
33399383	33499383	33449383	FUT10	Pima	9	1,000
33429383	33529383	33479383	FUT10	Pima	7	1,000
70616969	70716969	70666969	OGT	Russian	3	1,000
70646969	70746969	70696969	OGT	Russian	3	1,000
70646969	70746969	70696969	OGT	Russian	3	1,000
70796969	70896969	70846969	OGT	Russian	2	1,000
70616969	70716969	70666969	OGT	Sardinian	3	1,000
70646969	70746969	70696969	OGT	Sardinian	3	1,000
70646969	70746969	70696969	OGT	Sardinian	3	1,000
70526969	70626969	70576969	OGT	Sindhi	1	1,000
70556969	70656969	70606969	OGT	Sindhi	1	1,000
33127013	33227013	33177013	B4GALT1	Surui	10	1,000
151334698	151434698	151384698	GALNT11_15	Surui	4	1,000
11576012	11676012	11626012	GALNT18	Surui	1	1,000
174203751	174303751	174253751	GALNT7_17	Surui	2	1,000
174233751	174333751	174283751	GALNT7_17	Surui	5	1,000
174263751	174363751	174313751	GALNT7_17	Surui	10	1,000
174293751	174393751	174343751	GALNT7_17	Surui	16	1,000
174323751	174423751	174373751	GALNT7_17	Surui	11	1,000
70376969	70476969	70426969	OGT	Yakut	1	1,000
70406969	70506969	70456969	OGT	Yakut	1	1,000
70436969	70536969	70486969	OGT	Yakut	1	1,000
70376969	70476969	70426969	OGT	Yoruba	1	1,000
70406969	70506969	70456969	OGT	Yoruba	2	1,000
76377338	76477338	76427338	SIAT7C_E	Papuan	23	0,957
76377338	76477338	76427338	SIAT7C_E	Papuan	23	0,957
153515529	153615529	153565529	GALNT10	Surui	19	0,947
76407338	76507338	76457338	SIAT7C_E	Karitiana	15	0,933
129711436	129811436	129761436	SIAT7D_F	Sardinian	13	0,923
157852879	157952879	157902879	GALNT5	Basque	11	0,909
157852879	157952879	157902879	GALNT5	Sindhi	10	0,900
64968701	65068701	65018701	FUT8	Cambodian	9	0,889
173303751	173403751	173353751	GALNT7_17	Papuan	9	0,889
153545529	153645529	153595529	GALNT10	Surui	18	0,889
22367968	22467968	22417968	SIAT8A	Maya	8	0,875
153605529	153705529	153655529	GALNT10	Surui	16	0,875
22367968	22467968	22417968	SIAT8A	Yakut	8	0,875
157852879	157952879	157902879	GALNT5	Adygei	7	0,857
53132681	53232681	53182681	SIAT8C	North.Italy	28	0,857
157852879	157952879	157902879	GALNT5	Sardinian	7	0,857
174353751	174453751	174403751	GALNT7_17	Surui	7	0,857
31150883	31250883	31200883	GALNT1	Karitiana	13	0,846
64968701	65068701	65018701	FUT8	Papuan	6	0,833
153575529	153675529	153625529	GALNT10	Surui	17	0,824
151334698	151434698	151384698	GALNT11_15	Bedouin	11	0,818
157852879	157952879	157902879	GALNT5	Brahui	11	0,818
65028701	65128701	65078701	FUT8	Hazara	11	0,818
100235776	100335776	100285776	SIAT10	Surui	11	0,818
100265776	100365776	100315776	SIAT10	Surui	11	0,818
68981490	69081490	69031490	SIAT4B	Bedouin	5	0,800
129711436	129811436	129761436	SIAT7D_F	French	10	0,800
64998701	65098701	65048701	FUT8	Hazara	10	0,800
31180883	31280883	31230883	GALNT1	Karitiana	15	0,800
151334698	151434698	151384698	GALNT11_15	NAN.Melanesian	5	0,800
173573751	173673751	173623751	GALNT7_17	NAN.Melanesian	10	0,800
174413751	174513751	174463751	GALNT7_17	North.East.China	15	0,800
65028701	65128701	65078701	FUT8	Papuan	5	0,800
99995776	100095776	100045776	SIAT10	Pima	5	0,800
76377338	76477338	76427338	SIAT7C_E	Yakut	35	0,800
76377338	76477338	76427338	SIAT7C_E	Yakut	35	0,800
53132681	53232681	53182681	SIAT8C	North.East.China	29	0,793
85882499	85982499	85932499	SIAT9	Karitiana	19	0,789
76324680	76424680	76374680	B3GNT6	Biaka.Pygmies	9	0,778
65028701	65128701	65078701	FUT8	Cambodian	9	0,778
151334698	151434698	151384698	GALNT11_15	Makrani	9	0,778
154609031	154709031	154659031	GALNT13	North.East.China	9	0,778
33369383	33469383	33419383	FUT10	Pima	9	0,778
64998701	65098701	65048701	FUT8	Yakut	9	0,778
